kode_mhs,nama_prodi,id_smt,kode_mk,nama_mk,RMK,sks,nilai_akhir,nilai_huruf,Tahun angkatan,Semester_sekarang,Deskripsi Matkul
5025231226,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,93,A,2023,5,wajib
5025231226,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,92,A,2023,5,wajib
5025231226,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,71,B,2023,5,wajib
5025231226,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,89,A,2023,5,wajib
5025231226,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,72,B,2023,5,wajib
5025231226,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,82,AB,2023,5,wajib
5025231226,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,100,A,2023,5,wajib
5025231226,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,59,C,2023,5,wajib
5025231226,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,83,AB,2023,5,wajib
5025231226,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,89,A,2023,5,wajib
5025231226,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,91,A,2023,5,wajib
5025231226,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,79,AB,2023,5,wajib
5025231226,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,83,AB,2023,5,wajib
5025231226,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,79,AB,2023,5,wajib
5025231226,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,92,A,2023,5,wajib
5025231226,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,52,D,2023,5,wajib
5025231226,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,78,AB,2023,5,wajib
5025231226,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,89,A,2023,5,wajib
5025231226,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,65,BC,2023,5,wajib
5025231226,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,80,AB,2023,5,wajib
5025231226,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,92,A,2023,5,wajib
5025231226,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,83,AB,2023,5,wajib
5025231226,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,56,C,2023,5,wajib
5025231226,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,72,B,2023,5,wajib
5025231226,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,81,AB,2023,5,wajib
5025231226,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,80,AB,2023,5,wajib
5025231226,Teknik Informatika,5,EK234601,Robotics,Komputasi Cerdas Visi (KCV),3,78,AB,2023,5,pilihan
5025231226,Teknik Informatika,5,EF234507,Wireless Network,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,62,BC,2023,5,pilihan
5025231227,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,82,AB,2023,5,wajib
5025231227,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,85,AB,2023,5,wajib
5025231227,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,99,A,2023,5,wajib
5025231227,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,90,A,2023,5,wajib
5025231227,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,67,B,2023,5,wajib
5025231227,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,94,A,2023,5,wajib
5025231227,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,69,B,2023,5,wajib
5025231227,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,76,AB,2023,5,wajib
5025231227,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,78,AB,2023,5,wajib
5025231227,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,91,A,2023,5,wajib
5025231227,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,74,B,2023,5,wajib
5025231227,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,86,A,2023,5,wajib
5025231227,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,81,AB,2023,5,wajib
5025231227,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,91,A,2023,5,wajib
5025231227,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,96,A,2023,5,wajib
5025231227,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,93,A,2023,5,wajib
5025231227,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,95,A,2023,5,wajib
5025231227,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,94,A,2023,5,wajib
5025231227,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,70,B,2023,5,wajib
5025231227,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,95,A,2023,5,wajib
5025231227,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,81,AB,2023,5,wajib
5025231227,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,70,B,2023,5,wajib
5025231227,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,51,D,2023,5,wajib
5025231227,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,80,AB,2023,5,wajib
5025231227,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,84,AB,2023,5,wajib
5025231227,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,66,B,2023,5,wajib
5025231227,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,74,B,2023,5,wajib
5025231227,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,88,A,2023,5,wajib
5025231227,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,84,AB,2023,5,wajib
5025231227,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,84,AB,2023,5,wajib
5025231227,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,75,B,2023,5,wajib
5025231227,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,81,AB,2023,5,wajib
5025231227,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,77,AB,2023,5,wajib
5025231227,Teknik Informatika,5,EF234518,Data Mining,Komputasi Cerdas Visi (KCV),3,93,A,2023,5,pilihan
5025231227,Teknik Informatika,5,ER234402,Software Construction,Rekayasa Perangkat Lunak (RPL),3,68,B,2023,5,pilihan
5025231228,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,78,AB,2023,5,wajib
5025231228,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,57,C,2023,5,wajib
5025231228,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,71,B,2023,5,wajib
5025231228,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,89,A,2023,5,wajib
5025231228,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,88,A,2023,5,wajib
5025231228,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,88,A,2023,5,wajib
5025231228,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,88,A,2023,5,wajib
5025231228,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,67,B,2023,5,wajib
5025231228,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,88,A,2023,5,wajib
5025231228,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,97,A,2023,5,wajib
5025231228,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,91,A,2023,5,wajib
5025231228,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,95,A,2023,5,wajib
5025231228,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,100,A,2023,5,wajib
5025231228,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,85,AB,2023,5,wajib
5025231228,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,70,B,2023,5,wajib
5025231228,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,75,B,2023,5,wajib
5025231228,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,91,A,2023,5,wajib
5025231228,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,66,B,2023,5,wajib
5025231228,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,57,C,2023,5,wajib
5025231228,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,97,A,2023,5,wajib
5025231228,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,94,A,2023,5,wajib
5025231228,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,75,B,2023,5,wajib
5025231228,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,95,A,2023,5,wajib
5025231228,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,58,C,2023,5,wajib
5025231228,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,84,AB,2023,5,wajib
5025231228,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,83,AB,2023,5,wajib
5025231228,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,93,A,2023,5,wajib
5025231228,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,88,A,2023,5,wajib
5025231228,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,89,A,2023,5,wajib
5025231228,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,52,D,2023,5,wajib
5025231228,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,81,AB,2023,5,wajib
5025231228,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,85,AB,2023,5,wajib
5025231228,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,99,A,2023,5,wajib
5025231228,Teknik Informatika,5,EF234510,Operations Research,Pemodelan & Komputasi Terapan (PKT),3,92,A,2023,5,pilihan
5025231228,Teknik Informatika,5,EF234703,IoT Technology,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,67,B,2023,5,pilihan
5025231229,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,70,B,2023,5,wajib
5025231229,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,98,A,2023,5,wajib
5025231229,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,82,AB,2023,5,wajib
5025231229,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,87,A,2023,5,wajib
5025231229,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,83,AB,2023,5,wajib
5025231229,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,94,A,2023,5,wajib
5025231229,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,83,AB,2023,5,wajib
5025231229,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,74,B,2023,5,wajib
5025231229,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,87,A,2023,5,wajib
5025231229,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,87,A,2023,5,wajib
5025231229,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,92,A,2023,5,wajib
5025231229,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,82,AB,2023,5,wajib
5025231229,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,77,AB,2023,5,wajib
5025231229,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,87,A,2023,5,wajib
5025231229,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,57,C,2023,5,wajib
5025231229,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,91,A,2023,5,wajib
5025231229,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,100,A,2023,5,wajib
5025231229,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,87,A,2023,5,wajib
5025231229,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,96,A,2023,5,wajib
5025231229,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,77,AB,2023,5,wajib
5025231229,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,79,AB,2023,5,wajib
5025231229,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,96,A,2023,5,wajib
5025231229,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,63,BC,2023,5,wajib
5025231229,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,90,A,2023,5,wajib
5025231229,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,75,B,2023,5,wajib
5025231229,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,94,A,2023,5,wajib
5025231229,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,75,B,2023,5,wajib
5025231229,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,100,A,2023,5,wajib
5025231229,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,82,AB,2023,5,wajib
5025231229,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,44,D,2023,5,wajib
5025231229,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,97,A,2023,5,wajib
5025231229,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,76,AB,2023,5,wajib
5025231229,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,59,C,2023,5,wajib
5025231229,Teknik Informatika,5,EF234607,Application Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,79,AB,2023,5,pilihan
5025231229,Teknik Informatika,5,EF234518,Data Mining,Komputasi Cerdas Visi (KCV),3,97,A,2023,5,pilihan
5025231230,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,47,D,2023,5,wajib
5025231230,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,6,E,2023,5,wajib
5025231230,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,65,BC,2023,5,wajib
5025231230,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,94,A,2023,5,wajib
5025231230,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,71,B,2023,5,wajib
5025231230,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,69,B,2023,5,wajib
5025231230,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,67,B,2023,5,wajib
5025231230,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,92,A,2023,5,wajib
5025231230,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,71,B,2023,5,wajib
5025231230,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,96,A,2023,5,wajib
5025231230,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,74,B,2023,5,wajib
5025231230,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,66,B,2023,5,wajib
5025231230,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,78,AB,2023,5,wajib
5025231230,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,60,C,2023,5,wajib
5025231230,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,95,A,2023,5,wajib
5025231230,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,95,A,2023,5,wajib
5025231230,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,92,A,2023,5,wajib
5025231230,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,88,A,2023,5,wajib
5025231230,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,85,AB,2023,5,wajib
5025231230,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,23,E,2023,5,wajib
5025231230,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,98,A,2023,5,wajib
5025231230,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,66,B,2023,5,wajib
5025231230,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,71,B,2023,5,wajib
5025231230,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,78,AB,2023,5,wajib
5025231230,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,99,A,2023,5,wajib
5025231230,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,86,A,2023,5,wajib
5025231230,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,74,B,2023,5,wajib
5025231230,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,79,AB,2023,5,wajib
5025231230,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,67,B,2023,5,wajib
5025231230,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,34,E,2023,5,wajib
5025231230,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,81,AB,2023,5,wajib
5025231230,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,87,A,2023,5,wajib
5025231230,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,79,AB,2023,5,wajib
5025231230,Teknik Informatika,5,EF234609,Dynamic Systems Simulation,Pemodelan & Komputasi Terapan (PKT),3,76,AB,2023,5,pilihan
5025231230,Teknik Informatika,5,EF234713,Quantum Computing,Manajemen Cerdas Informasi (MCI),3,89,A,2023,5,pilihan
5025231231,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,72,B,2023,5,wajib
5025231231,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,89,A,2023,5,wajib
5025231231,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,99,A,2023,5,wajib
5025231231,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,83,AB,2023,5,wajib
5025231231,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,90,A,2023,5,wajib
5025231231,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,68,B,2023,5,wajib
5025231231,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,98,A,2023,5,wajib
5025231231,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,96,A,2023,5,wajib
5025231231,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,97,A,2023,5,wajib
5025231231,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,89,A,2023,5,wajib
5025231231,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,100,A,2023,5,wajib
5025231231,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,87,A,2023,5,wajib
5025231231,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,96,A,2023,5,wajib
5025231231,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,97,A,2023,5,wajib
5025231231,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,78,AB,2023,5,wajib
5025231231,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,74,B,2023,5,wajib
5025231231,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,70,B,2023,5,wajib
5025231231,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,64,BC,2023,5,wajib
5025231231,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,83,AB,2023,5,wajib
5025231231,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,79,AB,2023,5,wajib
5025231231,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,76,AB,2023,5,wajib
5025231231,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,92,A,2023,5,wajib
5025231231,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,88,A,2023,5,wajib
5025231231,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,83,AB,2023,5,wajib
5025231231,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,89,A,2023,5,wajib
5025231231,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,5,E,2023,5,wajib
5025231231,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,79,AB,2023,5,wajib
5025231231,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,87,A,2023,5,wajib
5025231231,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,93,A,2023,5,wajib
5025231231,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,90,A,2023,5,wajib
5025231231,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,61,BC,2023,5,wajib
5025231231,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,82,AB,2023,5,wajib
5025231231,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,81,AB,2023,5,wajib
5025231231,Teknik Informatika,5,EF234708,Multivariate Data Analysis,Pemodelan & Komputasi Terapan (PKT),3,99,A,2023,5,pilihan
5025231231,Teknik Informatika,5,EF234715,Special Topics in Computer Architecture and Networks,Komputasi Berbasis Jaringan (KBJ),3,8,E,2023,5,pilihan
5025231232,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,91,A,2023,5,wajib
5025231232,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,79,AB,2023,5,wajib
5025231232,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,35,E,2023,5,wajib
5025231232,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,69,B,2023,5,wajib
5025231232,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,72,B,2023,5,wajib
5025231232,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,52,D,2023,5,wajib
5025231232,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,85,AB,2023,5,wajib
5025231232,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,77,AB,2023,5,wajib
5025231232,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,97,A,2023,5,wajib
5025231232,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,81,AB,2023,5,wajib
5025231232,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,73,B,2023,5,wajib
5025231232,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,91,A,2023,5,wajib
5025231232,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,98,A,2023,5,wajib
5025231232,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,80,AB,2023,5,wajib
5025231232,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,87,A,2023,5,wajib
5025231232,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,97,A,2023,5,wajib
5025231232,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,95,A,2023,5,wajib
